수행시각,뽑기ID,아이템명,etc_json,뽑기횟수,뽑기확률(%),기대확률(%),오차(%)
2023-02-15 16:42,300008,데몬 스토커,"10008,""Rarity"":1}}",8352,0.8352,0.8422,0.8312
2023-02-15 16:42,300008,캐노네이드 키틴,"10008,""Rarity"":1}}",8552,0.8552,0.8422,1.5436
2023-02-15 16:42,300008,데몬,"10008,""Rarity"":1}}",8314,0.8314,0.8422,1.2824
2023-02-15 16:42,300008,러스트 뱀파이어,"10008,""Rarity"":1}}",8397,0.8397,0.8422,0.2968
2023-02-15 16:42,300008,뱀파이어 퀸,"10008,""Rarity"":1}}",8521,0.8521,0.8422,1.1755
2023-02-15 16:42,300008,데빌,"10008,""Rarity"":1}}",8397,0.8397,0.8422,0.2968
2023-02-15 16:42,300008,스켈레톤 나이트,"10008,""Rarity"":1}}",8469,0.8469,0.8422,0.5581
2023-02-15 16:42,300008,노움,"10008,""Rarity"":1}}",8387,0.8387,0.8422,0.4156
2023-02-15 16:42,300008,오크 전사,"10008,""Rarity"":1}}",8319,0.8319,0.8422,1.223
2023-02-15 16:42,300008,트롤,"10008,""Rarity"":1}}",8486,0.8486,0.8422,0.7599
2023-02-15 16:42,300008,루움,"10008,""Rarity"":1}}",8483,0.8483,0.8421,0.7363
2023-02-15 16:42,300008,본보우 아크리언,"10008,""Rarity"":1}}",8314,0.8314,0.8421,1.2706
2023-02-15 16:42,300008,메테오스 레인저,"10008,""Rarity"":1}}",8400,0.84,0.8421,0.2494
2023-02-15 16:42,300008,임프,"10008,""Rarity"":1}}",8386,0.8386,0.8421,0.4156
2023-02-15 16:42,300008,뱅갈 나이트,"10008,""Rarity"":1}}",8310,0.831,0.8421,1.3181
2023-02-15 16:42,300008,바바야가,"10008,""Rarity"":1}}",8359,0.8359,0.8421,0.7363
2023-02-15 16:42,300008,메테오스 쉐도우,"10008,""Rarity"":1}}",8500,0.85,0.8421,0.9381
2023-02-15 16:42,300008,트로글다이트,"10008,""Rarity"":1}}",8484,0.8484,0.8421,0.7481
2023-02-15 16:42,300008,곰인형,"10008,""Rarity"":1}}",8535,0.8535,0.8421,1.3538
2023-02-15 16:42,300008,문엘프 전사,"10008,""Rarity"":1}}",8397,0.8397,0.8421,0.285
2023-02-15 16:42,300008,문엘프 마법사,"10008,""Rarity"":1}}",8485,0.8485,0.8421,0.76
2023-02-15 16:42,300008,레프리컨,"10008,""Rarity"":2}}",144,0.0144,0.0135,6.6667
2023-02-15 16:42,300008,몽크마스터,"10008,""Rarity"":2}}",139,0.0139,0.0135,2.963
2023-02-15 16:42,300008,래서 아스타로트,"10008,""Rarity"":2}}",148,0.0148,0.0135,9.6296
2023-02-15 16:42,300008,드래곤 나이트,"10008,""Rarity"":2}}",141,0.0141,0.0135,4.4444
2023-02-15 16:42,300008,노아스,"10008,""Rarity"":2}}",157,0.0157,0.0135,16.2963
2023-02-15 16:42,300008,엘라임,"10008,""Rarity"":2}}",123,0.0123,0.0135,8.8889
2023-02-15 16:42,300008,크루얼 크루세이더,"10008,""Rarity"":2}}",115,0.0115,0.0135,14.8148
2023-02-15 16:42,300008,퓨리,"10008,""Rarity"":2}}",153,0.0153,0.0135,13.3333
2023-02-15 16:42,300008,수호자 엘리엇,"10008,""Rarity"":2}}",119,0.0119,0.0135,11.8519
2023-02-15 16:42,300008,래서 루시퍼,"10008,""Rarity"":2}}",131,0.0131,0.0135,2.963
2023-02-15 16:42,300008,드래곤 나이트 아처,"10008,""Rarity"":2}}",127,0.0127,0.0135,5.9259
2023-02-15 16:42,300008,님로드 크루세이더,"10008,""Rarity"":2}}",142,0.0142,0.0135,5.1852
2023-02-15 16:42,300008,광휘의 엘로라,"10008,""Rarity"":2}}",145,0.0145,0.0135,7.4074
2023-02-15 16:42,300008,파이어 데몬,"10008,""Rarity"":2}}",115,0.0115,0.0135,14.8148
2023-02-15 16:42,300008,슈리엘,"10008,""Rarity"":2}}",134,0.0134,0.0135,0.7407
2023-02-15 16:42,300008,네크로맨서,"10008,""Rarity"":2}}",139,0.0139,0.0134,3.7313
2023-02-15 16:42,300008,쉐이드 웨폰,"10008,""Rarity"":2}}",123,0.0123,0.0134,8.209
2023-02-15 16:42,300008,시아페,"10008,""Rarity"":2}}",122,0.0122,0.0134,8.9552
2023-02-15 16:42,300008,골든 엠페러,"10008,""Rarity"":2}}",116,0.0116,0.0134,13.4328
2023-02-15 16:42,300008,레이커,"10008,""Rarity"":2}}",133,0.0133,0.0134,0.7463
2023-02-15 16:42,300008,타락한 엘프,"10008,""Rarity"":2}}",121,0.0121,0.0134,9.7015
2023-02-15 16:42,300008,문라이트 네메시스,"10008,""Rarity"":2}}",129,0.0129,0.0134,3.7313
2023-02-15 16:42,300008,가이아,"10008,""Rarity"":2}}",149,0.0149,0.0134,11.194
2023-02-15 16:42,300008,골든 엠페러 아처,"10008,""Rarity"":2}}",142,0.0142,0.0134,5.9701
2023-02-15 16:42,300008,타락한 엘프 아처,"10008,""Rarity"":2}}",122,0.0122,0.0134,8.9552
2023-02-15 16:42,300008,스핀들 네메시스,"10008,""Rarity"":2}}",131,0.0131,0.0134,2.2388
2023-02-15 16:42,300008,가이아 거너,"10008,""Rarity"":2}}",145,0.0145,0.0134,8.209
2023-02-15 16:42,300008,차크람 소녀,"10008,""Rarity"":2}}",139,0.0139,0.0134,3.7313
2023-02-15 16:42,300008,길가메쉬 나이트,"10008,""Rarity"":2}}",128,0.0128,0.0134,4.4776
2023-02-15 16:42,300008,길가메쉬 아처,"10008,""Rarity"":2}}",142,0.0142,0.0134,5.9701
2023-02-15 16:42,300008,바바리안,"10008,""Rarity"":2}}",144,0.0144,0.0134,7.4627
2023-02-15 16:42,300008,에리세드,"10008,""Rarity"":2}}",138,0.0138,0.0134,2.9851
2023-02-15 16:42,300008,글래디에이터,"10008,""Rarity"":2}}",98,0.0098,0.0134,26.8657
2023-02-15 16:42,300008,아크데몬,"10008,""Rarity"":2}}",135,0.0135,0.0134,0.7463
2023-02-15 16:42,300008,아수라,"10008,""Rarity"":2}}",128,0.0128,0.0134,4.4776
2023-02-15 16:42,300008,헤라클레스,"10008,""Rarity"":2}}",122,0.0122,0.0134,8.9552
2023-02-15 16:42,300008,라르카 집정관,"10008,""Rarity"":2}}",129,0.0129,0.0134,3.7313
2023-02-15 16:42,300008,리치 킹,"10008,""Rarity"":2}}",149,0.0149,0.0134,11.194
2023-02-15 16:42,300008,황천의 기사,"10008,""Rarity"":2}}",143,0.0143,0.0134,6.7164
2023-02-15 16:42,300008,황천의 레인저,"10008,""Rarity"":2}}",133,0.0133,0.0134,0.7463
2023-02-15 16:42,300008,렉스,"10008,""Rarity"":2}}",123,0.0123,0.0134,8.209
2023-02-15 16:42,300009,코볼트,"10009,""Rarity"":0}}",39264,3.9264,3.9575,0.7858
2023-02-15 16:42,300009,하피,"10009,""Rarity"":0}}",39380,3.938,3.9575,0.4927
2023-02-15 16:42,300009,놀 병사,"10009,""Rarity"":0}}",39700,3.97,3.9575,0.3159
2023-02-15 16:42,300009,오크,"10009,""Rarity"":0}}",39389,3.9389,3.9575,0.47
2023-02-15 16:42,300009,그렘린,"10009,""Rarity"":0}}",39988,3.9988,3.9575,1.0436
2023-02-15 16:42,300009,홉 고블린,"10009,""Rarity"":0}}",39793,3.9793,3.9575,0.5509
2023-02-15 16:42,300009,용아병,"10009,""Rarity"":0}}",39709,3.9709,3.9575,0.3386
2023-02-15 16:42,300009,좀비,"10009,""Rarity"":0}}",39598,3.9598,3.9575,0.0581
2023-02-15 16:42,300009,버섯돌이,"10009,""Rarity"":0}}",39815,3.9815,3.9575,0.6064
2023-02-15 16:42,300009,콜로복,"10009,""Rarity"":0}}",39382,3.9382,3.9575,0.4877
2023-02-15 16:42,300009,선인장,"10009,""Rarity"":0}}",39501,3.9501,3.9575,0.187
2023-02-15 16:42,300009,갈색 곰,"10009,""Rarity"":0}}",39607,3.9607,3.9575,0.0809
2023-02-15 16:42,300009,놀 아처,"10009,""Rarity"":0}}",39468,3.9468,3.9574,0.2679
2023-02-15 16:42,300009,코볼트 아처,"10009,""Rarity"":0}}",39618,3.9618,3.9574,0.1112
2023-02-15 16:42,300009,식인늑대,"10009,""Rarity"":0}}",39483,3.9483,3.9574,0.2299
2023-02-15 16:42,300009,리자드맨,"10009,""Rarity"":0}}",39518,3.9518,3.9574,0.1415
2023-02-15 16:42,300009,군,"10009,""Rarity"":0}}",39681,3.9681,3.9574,0.2704
2023-02-15 16:42,300009,벌거숭이 군,"10009,""Rarity"":0}}",39558,3.9558,3.9574,0.0404
2023-02-15 16:42,300009,청개구리,"10009,""Rarity"":0}}",39483,3.9483,3.9574,0.2299
2023-02-15 16:42,300009,괴물게,"10009,""Rarity"":0}}",39497,3.9497,3.9574,0.1946
2023-02-15 16:42,300009,인퍼날,"10009,""Rarity"":1}}",8489,0.8489,0.8422,0.7955
2023-02-15 16:42,300009,버서커,"10009,""Rarity"":1}}",8337,0.8337,0.8422,1.0093
2023-02-15 16:42,300009,가고일,"10009,""Rarity"":1}}",8339,0.8339,0.8422,0.9855
2023-02-15 16:42,300009,데몬 스토커,"10009,""Rarity"":1}}",8497,0.8497,0.8422,0.8905
2023-02-15 16:42,300009,캐노네이드 키틴,"10009,""Rarity"":1}}",8321,0.8321,0.8422,1.1992
2023-02-15 16:42,300009,데몬,"10009,""Rarity"":1}}",8456,0.8456,0.8422,0.4037
2023-02-15 16:42,300009,러스트 뱀파이어,"10009,""Rarity"":1}}",8423,0.8423,0.8422,0.0119
2023-02-15 16:42,300009,뱀파이어 퀸,"10009,""Rarity"":1}}",8343,0.8343,0.8422,0.938
2023-02-15 16:42,300009,데빌,"10009,""Rarity"":1}}",8439,0.8439,0.8422,0.2019
2023-02-15 16:42,300009,스켈레톤 나이트,"10009,""Rarity"":1}}",8358,0.8358,0.8422,0.7599
2023-02-15 16:42,300009,노움,"10009,""Rarity"":1}}",8365,0.8365,0.8422,0.6768
2023-02-15 16:42,300009,오크 전사,"10009,""Rarity"":1}}",8544,0.8544,0.8422,1.4486
2023-02-15 16:42,300009,트롤,"10009,""Rarity"":1}}",8266,0.8266,0.8422,1.8523
2023-02-15 16:42,300009,루움,"10009,""Rarity"":1}}",8536,0.8536,0.8421,1.3656
2023-02-15 16:42,300009,본보우 아크리언,"10009,""Rarity"":1}}",8403,0.8403,0.8421,0.2138
2023-02-15 16:42,300009,메테오스 레인저,"10009,""Rarity"":1}}",8494,0.8494,0.8421,0.8669
2023-02-15 16:42,300009,임프,"10009,""Rarity"":1}}",8423,0.8423,0.8421,0.0238
2023-02-15 16:42,300009,뱅갈 나이트,"10009,""Rarity"":1}}",8616,0.8616,0.8421,2.3156
2023-02-15 16:42,300009,바바야가,"10009,""Rarity"":1}}",8499,0.8499,0.8421,0.9263
2023-02-15 16:42,300009,메테오스 쉐도우,"10009,""Rarity"":1}}",8366,0.8366,0.8421,0.6531
2023-02-15 16:42,300009,트로글다이트,"10009,""Rarity"":1}}",8379,0.8379,0.8421,0.4988
2023-02-15 16:42,300009,곰인형,"10009,""Rarity"":1}}",8397,0.8397,0.8421,0.285
2023-02-15 16:42,300009,문엘프 전사,"10009,""Rarity"":1}}",8400,0.84,0.8421,0.2494
2023-02-15 16:42,300009,문엘프 마법사,"10009,""Rarity"":1}}",8389,0.8389,0.8421,0.38
2023-02-15 16:42,300009,레프리컨,"10009,""Rarity"":2}}",129,0.0129,0.0135,4.4444
2023-02-15 16:42,300009,몽크마스터,"10009,""Rarity"":2}}",116,0.0116,0.0135,14.0741
2023-02-15 16:42,300009,래서 아스타로트,"10009,""Rarity"":2}}",146,0.0146,0.0135,8.1481
2023-02-15 16:42,300009,드래곤 나이트,"10009,""Rarity"":2}}",128,0.0128,0.0135,5.1852
2023-02-15 16:42,300009,노아스,"10009,""Rarity"":2}}",145,0.0145,0.0135,7.4074
2023-02-15 16:42,300009,엘라임,"10009,""Rarity"":2}}",149,0.0149,0.0135,10.3704
2023-02-15 16:42,300009,크루얼 크루세이더,"10009,""Rarity"":2}}",143,0.0143,0.0135,5.9259
2023-02-15 16:42,300009,퓨리,"10009,""Rarity"":2}}",128,0.0128,0.0135,5.1852
2023-02-15 16:42,300009,수호자 엘리엇,"10009,""Rarity"":2}}",127,0.0127,0.0135,5.9259
2023-02-15 16:42,300009,래서 루시퍼,"10009,""Rarity"":2}}",142,0.0142,0.0135,5.1852
2023-02-15 16:42,300009,드래곤 나이트 아처,"10009,""Rarity"":2}}",129,0.0129,0.0135,4.4444
2023-02-15 16:42,300009,님로드 크루세이더,"10009,""Rarity"":2}}",143,0.0143,0.0135,5.9259
2023-02-15 16:42,300009,광휘의 엘로라,"10009,""Rarity"":2}}",134,0.0134,0.0135,0.7407
2023-02-15 16:42,300009,파이어 데몬,"10009,""Rarity"":2}}",131,0.0131,0.0135,2.963
2023-02-15 16:42,300009,슈리엘,"10009,""Rarity"":2}}",114,0.0114,0.0135,15.5556
2023-02-15 16:42,300009,네크로맨서,"10009,""Rarity"":2}}",134,0.0134,0.0134,0.0
2023-02-15 16:42,300009,쉐이드 웨폰,"10009,""Rarity"":2}}",155,0.0155,0.0134,15.6716
2023-02-15 16:42,300009,시아페,"10009,""Rarity"":2}}",167,0.0167,0.0134,24.6269
2023-02-15 16:42,300009,골든 엠페러,"10009,""Rarity"":2}}",154,0.0154,0.0134,14.9254
2023-02-15 16:42,300009,레이커,"10009,""Rarity"":2}}",135,0.0135,0.0134,0.7463
2023-02-15 16:42,300009,타락한 엘프,"10009,""Rarity"":2}}",137,0.0137,0.0134,2.2388
2023-02-15 16:42,300009,문라이트 네메시스,"10009,""Rarity"":2}}",120,0.012,0.0134,10.4478
2023-02-15 16:42,300009,가이아,"10009,""Rarity"":2}}",139,0.0139,0.0134,3.7313
2023-02-15 16:42,300009,골든 엠페러 아처,"10009,""Rarity"":2}}",137,0.0137,0.0134,2.2388
2023-02-15 16:42,300009,타락한 엘프 아처,"10009,""Rarity"":2}}",149,0.0149,0.0134,11.194
2023-02-15 16:42,300009,스핀들 네메시스,"10009,""Rarity"":2}}",128,0.0128,0.0134,4.4776
2023-02-15 16:42,300009,가이아 거너,"10009,""Rarity"":2}}",143,0.0143,0.0134,6.7164
2023-02-15 16:42,300009,차크람 소녀,"10009,""Rarity"":2}}",142,0.0142,0.0134,5.9701
2023-02-15 16:42,300009,길가메쉬 나이트,"10009,""Rarity"":2}}",144,0.0144,0.0134,7.4627
2023-02-15 16:42,300009,길가메쉬 아처,"10009,""Rarity"":2}}",124,0.0124,0.0134,7.4627
2023-02-15 16:42,300009,바바리안,"10009,""Rarity"":2}}",137,0.0137,0.0134,2.2388
2023-02-15 16:42,300009,에리세드,"10009,""Rarity"":2}}",127,0.0127,0.0134,5.2239
2023-02-15 16:42,300009,글래디에이터,"10009,""Rarity"":2}}",130,0.013,0.0134,2.9851
2023-02-15 16:42,300009,아크데몬,"10009,""Rarity"":2}}",145,0.0145,0.0134,8.209
2023-02-15 16:42,300009,아수라,"10009,""Rarity"":2}}",136,0.0136,0.0134,1.4925
2023-02-15 16:42,300009,헤라클레스,"10009,""Rarity"":2}}",139,0.0139,0.0134,3.7313
2023-02-15 16:42,300009,라르카 집정관,"10009,""Rarity"":2}}",145,0.0145,0.0134,8.209
2023-02-15 16:42,300009,리치 킹,"10009,""Rarity"":2}}",125,0.0125,0.0134,6.7164
2023-02-15 16:42,300009,황천의 기사,"10009,""Rarity"":2}}",134,0.0134,0.0134,0.0
2023-02-15 16:42,300009,황천의 레인저,"10009,""Rarity"":2}}",131,0.0131,0.0134,2.2388
2023-02-15 16:42,300009,렉스,"10009,""Rarity"":2}}",138,0.0138,0.0134,2.9851
2023-02-15 16:42,300009,메타트론 아처,"10009,""Rarity"":3}}",27,0.0027,0.003,10.0
2023-02-15 16:42,300009,메타트론,"10009,""Rarity"":3}}",27,0.0027,0.003,10.0
2023-02-15 16:42,300009,아폴론,"10009,""Rarity"":3}}",32,0.0032,0.003,6.6667
2023-02-15 16:42,300009,아르테미스,"10009,""Rarity"":3}}",23,0.0023,0.003,23.3333
2023-02-15 16:42,300009,크로노스,"10009,""Rarity"":3}}",31,0.0031,0.003,3.3333
2023-02-15 16:42,300009,오페르시나,"10009,""Rarity"":3}}",30,0.003,0.003,0.0
2023-02-15 16:42,300009,크로노스 아처,"10009,""Rarity"":3}}",28,0.0028,0.003,6.6667
2023-02-15 16:42,300009,오페르시나 아처,"10009,""Rarity"":3}}",28,0.0028,0.003,6.6667
2023-02-15 16:42,300009,비숍,"10009,""Rarity"":3}}",23,0.0023,0.003,23.3333
2023-02-15 16:42,300009,에리스,"10009,""Rarity"":3}}",24,0.0024,0.003,20.0
2023-02-15 16:42,300009,암살단 암흑,"10009,""Rarity"":3}}",32,0.0032,0.003,6.6667
2023-02-15 16:42,300009,넵튠,"10009,""Rarity"":3}}",37,0.0037,0.003,23.3333
2023-02-15 16:42,300009,넵튠 아처,"10009,""Rarity"":3}}",26,0.0026,0.0029,10.3448
2023-02-15 16:42,300009,암살단 칠흑,"10009,""Rarity"":3}}",32,0.0032,0.0029,10.3448
2023-02-15 16:42,300009,네케브,"10009,""Rarity"":3}}",27,0.0027,0.0029,6.8966
2023-02-15 16:42,300009,바알베크의 사령관,"10009,""Rarity"":3}}",17,0.0017,0.0029,41.3793
2023-02-15 16:42,300009,유피테르의 사념,"10009,""Rarity"":3}}",31,0.0031,0.0029,6.8966
2023-02-15 16:42,300009,엘사라드,"10009,""Rarity"":3}}",35,0.0035,0.0029,20.6897
2023-02-15 16:42,300009,아바돈,"10009,""Rarity"":3}}",34,0.0034,0.0029,17.2414
2023-02-15 16:42,300009,아누비스,"10009,""Rarity"":3}}",23,0.0023,0.0029,20.6897
2023-02-15 16:42,300009,센티넬,"10009,""Rarity"":3}}",24,0.0024,0.0029,17.2414
2023-02-15 16:42,300009,엠퍼사이저,"10009,""Rarity"":3}}",36,0.0036,0.0029,24.1379
2023-02-15 16:42,300009,수라,"10009,""Rarity"":3}}",35,0.0035,0.0029,20.6897
2023-02-15 16:42,300009,오페르시나 어쌔신,"10009,""Rarity"":3}}",30,0.003,0.0029,3.4483
2023-02-15 16:42,300009,메타트론 어쌔신,"10009,""Rarity"":3}}",38,0.0038,0.0029,31.0345
2023-02-15 16:42,300009,넵튠 슬레이어,"10009,""Rarity"":3}}",30,0.003,0.0029,3.4483
2023-02-15 16:42,300009,암살단 일격,"10009,""Rarity"":3}}",34,0.0034,0.0029,17.2414
2023-02-15 16:42,300009,바알베크의 집행관,"10009,""Rarity"":3}}",19,0.0019,0.0029,34.4828
2023-02-15 16:42,300009,미드나잇 아르테미스,"10009,""Rarity"":3}}",39,0.0039,0.0029,34.4828
2023-02-15 16:42,300009,휠카셀,"10009,""Rarity"":3}}",38,0.0038,0.0029,31.0345
2023-02-15 16:42,310003,코볼트,"10000,""Rarity"":0}}",39446,3.9446,3.9575,0.326
2023-02-15 16:42,310003,하피,"10000,""Rarity"":0}}",39591,3.9591,3.9575,0.0404
2023-02-15 16:42,310003,놀 병사,"10000,""Rarity"":0}}",39602,3.9602,3.9575,0.0682
2023-02-15 16:42,310003,오크,"10000,""Rarity"":0}}",39756,3.9756,3.9575,0.4574
2023-02-15 16:42,310003,그렘린,"10000,""Rarity"":0}}",39570,3.957,3.9575,0.0126
2023-02-15 16:42,310003,홉 고블린,"10000,""Rarity"":0}}",39167,3.9167,3.9575,1.031
2023-02-15 16:42,310003,용아병,"10000,""Rarity"":0}}",39351,3.9351,3.9575,0.566
2023-02-15 16:42,310003,좀비,"10000,""Rarity"":0}}",39818,3.9818,3.9575,0.614
2023-02-15 16:42,310003,버섯돌이,"10000,""Rarity"":0}}",39482,3.9482,3.9575,0.235
2023-02-15 16:42,310003,콜로복,"10000,""Rarity"":0}}",39670,3.967,3.9575,0.2401
2023-02-15 16:42,310003,선인장,"10000,""Rarity"":0}}",39567,3.9567,3.9575,0.0202
2023-02-15 16:42,310003,갈색 곰,"10000,""Rarity"":0}}",39608,3.9608,3.9575,0.0834
2023-02-15 16:42,310003,놀 아처,"10000,""Rarity"":0}}",39701,3.9701,3.9574,0.3209
2023-02-15 16:42,310003,코볼트 아처,"10000,""Rarity"":0}}",39754,3.9754,3.9574,0.4548
2023-02-15 16:42,310003,식인늑대,"10000,""Rarity"":0}}",39519,3.9519,3.9574,0.139
2023-02-15 16:42,310003,리자드맨,"10000,""Rarity"":0}}",39563,3.9563,3.9574,0.0278
2023-02-15 16:42,310003,군,"10000,""Rarity"":0}}",39532,3.9532,3.9574,0.1061
2023-02-15 16:42,310003,벌거숭이 군,"10000,""Rarity"":0}}",39552,3.9552,3.9574,0.0556
2023-02-15 16:42,310003,청개구리,"10000,""Rarity"":0}}",39610,3.961,3.9574,0.091
2023-02-15 16:42,310003,괴물게,"10000,""Rarity"":0}}",39695,3.9695,3.9574,0.3058
2023-02-15 16:42,310003,인퍼날,"10000,""Rarity"":1}}",8370,0.837,0.8338,0.3838
2023-02-15 16:42,310003,버서커,"10000,""Rarity"":1}}",8243,0.8243,0.8338,1.1394
2023-02-15 16:42,310003,가고일,"10000,""Rarity"":1}}",8279,0.8279,0.8338,0.7076
2023-02-15 16:42,310003,데몬 스토커,"10000,""Rarity"":1}}",8316,0.8316,0.8338,0.2639
2023-02-15 16:42,310003,캐노네이드 키틴,"10000,""Rarity"":1}}",8467,0.8467,0.8338,1.5471
2023-02-15 16:42,310003,데몬,"10000,""Rarity"":1}}",8249,0.8249,0.8338,1.0674
2023-02-15 16:42,310003,러스트 뱀파이어,"10000,""Rarity"":1}}",8351,0.8351,0.8338,0.1559
2023-02-15 16:42,310003,뱀파이어 퀸,"10000,""Rarity"":1}}",8326,0.8326,0.8338,0.1439
2023-02-15 16:42,310003,데빌,"10000,""Rarity"":1}}",8339,0.8339,0.8337,0.024
2023-02-15 16:42,310003,스켈레톤 나이트,"10000,""Rarity"":1}}",8331,0.8331,0.8337,0.072
2023-02-15 16:42,310003,뮤,"10000,""Rarity"":1}}",2084,0.2084,0.2021,3.1173
2023-02-15 16:42,310003,노움,"10000,""Rarity"":1}}",8249,0.8249,0.8337,1.0555
2023-02-15 16:42,310003,오크 전사,"10000,""Rarity"":1}}",8214,0.8214,0.8337,1.4754
2023-02-15 16:42,310003,트롤,"10000,""Rarity"":1}}",8523,0.8523,0.8337,2.231
2023-02-15 16:42,310003,루움,"10000,""Rarity"":1}}",8409,0.8409,0.8337,0.8636
2023-02-15 16:42,310003,본보우 아크리언,"10000,""Rarity"":1}}",8384,0.8384,0.8337,0.5638
2023-02-15 16:42,310003,메테오스 레인저,"10000,""Rarity"":1}}",8209,0.8209,0.8337,1.5353
2023-02-15 16:42,310003,임프,"10000,""Rarity"":1}}",8440,0.844,0.8337,1.2355
2023-02-15 16:42,310003,뱅갈 나이트,"10000,""Rarity"":1}}",8262,0.8262,0.8337,0.8996
2023-02-15 16:42,310003,바바야가,"10000,""Rarity"":1}}",8262,0.8262,0.8337,0.8996
2023-02-15 16:42,310003,메테오스 쉐도우,"10000,""Rarity"":1}}",8497,0.8497,0.8337,1.9192
2023-02-15 16:42,310003,트로글다이트,"10000,""Rarity"":1}}",8366,0.8366,0.8337,0.3478
2023-02-15 16:42,310003,곰인형,"10000,""Rarity"":1}}",8386,0.8386,0.8337,0.5877
2023-02-15 16:42,310003,문엘프 전사,"10000,""Rarity"":1}}",8252,0.8252,0.8337,1.0196
2023-02-15 16:42,310003,문엘프 마법사,"10000,""Rarity"":1}}",8266,0.8266,0.8337,0.8516
2023-02-15 16:42,310003,캐스퍼,"10000,""Rarity"":2}}",27,0.0027,0.0022,22.7273
2023-02-15 16:42,310003,베르디,"10000,""Rarity"":2}}",24,0.0024,0.0022,9.0909
2023-02-15 16:42,310003,블러디 뱀파이어,"10000,""Rarity"":2}}",11,0.0011,0.0022,50.0
2023-02-15 16:42,310003,레프리컨,"10000,""Rarity"":2}}",102,0.0102,0.0101,0.9901
2023-02-15 16:42,310003,몽크마스터,"10000,""Rarity"":2}}",116,0.0116,0.0101,14.8515
2023-02-15 16:42,310003,래서 아스타로트,"10000,""Rarity"":2}}",109,0.0109,0.0101,7.9208
2023-02-15 16:42,310003,드래곤 나이트,"10000,""Rarity"":2}}",110,0.011,0.0101,8.9109
2023-02-15 16:42,310003,노아스,"10000,""Rarity"":2}}",110,0.011,0.0101,8.9109
2023-02-15 16:42,310003,엘라임,"10000,""Rarity"":2}}",85,0.0085,0.0101,15.8416
2023-02-15 16:42,310003,크루얼 크루세이더,"10000,""Rarity"":2}}",106,0.0106,0.0101,4.9505
2023-02-15 16:42,310003,퓨리,"10000,""Rarity"":2}}",111,0.0111,0.0101,9.901
2023-02-15 16:42,310003,광휘의 엘윈더,"10000,""Rarity"":2}}",74,0.0074,0.0075,1.3333
2023-02-15 16:42,310003,수호자 엘리엇,"10000,""Rarity"":2}}",105,0.0105,0.0101,3.9604
2023-02-15 16:42,310003,래서 루시퍼,"10000,""Rarity"":2}}",113,0.0113,0.0101,11.8812
2023-02-15 16:42,310003,드래곤 나이트 아처,"10000,""Rarity"":2}}",97,0.0097,0.0101,3.9604
2023-02-15 16:42,310003,님로드 크루세이더,"10000,""Rarity"":2}}",99,0.0099,0.0101,1.9802
